order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
1073,2024-01-16,46,Electronics,13589.93,Yes,UPI,1,4.0,Returned
1074,2024-07-05,29,Books,24448.0,No,Wallet,10,2.4,Returned
1075,2024-08-08,55,Books,11408.74,Yes,Wallet,1,2.3,Cancelled
1076,2024-06-26,33,Electronics,6647.91,Yes,Wallet,9,2.6,Delivered
1077,2024-02-07,34,Beauty,19532.92,Yes,COD,8,4.3,Cancelled
1078,2024-05-09,58,Electronics,5894.26,Yes,COD,9,1.5,Returned
1079,2024-12-19,38,Beauty,16441.87,No,UPI,3,1.7,Delivered
1080,2024-05-10,39,Fashion,17797.95,No,Wallet,2,1.0,Delivered
1081,2024-06-02,50,Fashion,579.93,No,COD,8,4.4,Delivered
1082,2024-05-16,48,Home & Kitchen,20832.31,No,Wallet,4,1.5,Delivered
1083,2024-07-02,58,Books,24340.03,No,COD,10,3.4,Delivered
1084,2024-07-25,38,Beauty,4504.71,No,UPI,7,3.9,Returned
1085,2024-01-29,22,Electronics,11252.9,Yes,COD,8,1.9,Delivered
1086,2024-09-27,59,Beauty,7736.61,Yes,Card,1,3.5,Returned
1087,2024-06-10,38,Sports,4875.4,No,Card,9,1.6,Cancelled
1088,2024-05-07,63,Sports,14953.93,No,COD,5,1.0,Delivered
1089,2024-11-09,53,Home & Kitchen,8206.63,Yes,COD,7,3.4,Returned
1090,2024-10-30,57,Sports,22739.85,No,COD,3,3.6,Returned
1091,2024-08-08,57,Home & Kitchen,3243.81,No,Card,3,4.6,Delivered
1092,2024-07-05,50,Electronics,22171.94,Yes,COD,1,4.5,Returned
1093,2024-08-07,61,Electronics,9405.51,No,UPI,7,1.7,Delivered
1094,2024-11-28,59,Sports,8429.03,No,Wallet,6,2.2,Delivered
1095,2024-08-19,36,Fashion,4861.94,No,Wallet,5,4.8,Cancelled
1096,2024-04-04,51,Home & Kitchen,10140.14,No,UPI,4,3.4,Returned
1097,2024-07-19,40,Electronics,21514.76,Yes,COD,4,1.1,Cancelled
1098,2024-09-22,49,Books,6368.27,Yes,UPI,10,3.6,Cancelled
1099,2024-11-10,63,Sports,13334.11,No,COD,10,2.6,Returned
1100,2024-02-09,48,Home & Kitchen,2532.11,No,COD,9,4.0,Cancelled
1101,2024-11-27,40,Electronics,1279.59,Yes,COD,10,4.5,Cancelled
1102,2024-04-02,41,Home & Kitchen,11055.57,No,COD,10,2.4,Cancelled
1103,2024-05-02,44,Sports,13834.64,Yes,COD,6,5.0,Returned
1104,2024-06-02,46,Books,22066.92,No,Wallet,4,1.8,Delivered
1105,2024-07-02,50,Beauty,19029.79,Yes,UPI,3,4.4,Cancelled
1106,2024-11-09,37,Electronics,16939.63,No,COD,8,4.6,Cancelled
1107,2024-12-01,20,Sports,15419.47,No,Card,3,1.8,Returned
1108,2024-10-18,44,Beauty,4941.18,Yes,UPI,3,1.4,Returned
1109,2024-04-02,24,Fashion,14094.87,Yes,Card,3,1.4,Delivered
1110,2024-09-07,24,Home & Kitchen,22764.97,Yes,Wallet,9,4.5,Returned
1111,2024-08-29,55,Sports,23192.16,No,Wallet,9,5.0,Delivered
1112,2024-05-03,44,Beauty,12582.3,Yes,Card,7,4.5,Delivered
1113,2024-11-28,35,Beauty,22605.32,No,COD,3,2.8,Cancelled
1114,2024-03-21,49,Sports,12867.9,No,Card,8,2.1,Returned
1115,2024-09-09,60,Fashion,16728.8,No,Wallet,6,1.1,Cancelled
1116,2024-02-04,53,Fashion,21450.25,No,Wallet,2,4.6,Delivered
1117,2024-08-15,20,Electronics,12079.99,No,Wallet,9,2.3,Cancelled
1118,2024-09-05,22,Home & Kitchen,6136.79,No,Card,3,3.2,Delivered
1119,2024-12-28,21,Home & Kitchen,2245.86,No,UPI,5,2.4,Returned
1120,2024-10-05,44,Beauty,9670.02,No,COD,10,1.5,Delivered
1121,2024-06-12,64,Beauty,15582.36,Yes,COD,3,4.6,Cancelled
1122,2024-10-22,24,Home & Kitchen,23872.46,No,Card,3,2.3,Cancelled
1123,2024-12-18,42,Home & Kitchen,18476.46,Yes,Wallet,7,2.4,Cancelled
1124,2024-11-18,50,Electronics,9808.74,No,COD,10,3.1,Delivered
1125,2024-04-10,51,Books,19325.51,No,Wallet,8,3.4,Returned
1126,2024-10-04,60,Fashion,10517.54,No,Wallet,10,1.9,Delivered
1127,2024-05-07,35,Beauty,20518.94,No,Wallet,4,3.4,Cancelled
1128,2024-07-11,40,Sports,18983.8,Yes,UPI,6,2.8,Delivered
1129,2024-09-21,56,Sports,1877.64,Yes,Wallet,4,3.3,Delivered
1130,2024-07-20,20,Fashion,538.36,Yes,Card,8,1.5,Delivered
1131,2024-06-26,26,Sports,4851.23,No,Card,2,4.6,Returned
1132,2024-09-02,31,Books,6222.8,Yes,UPI,5,2.6,Cancelled
1133,2024-08-09,18,Fashion,2492.5,Yes,COD,2,4.1,Cancelled
1134,2024-01-19,61,Sports,562.11,Yes,UPI,1,3.7,Delivered
1135,2024-01-13,25,Books,11480.1,Yes,COD,6,1.2,Cancelled
1136,2024-08-27,47,Sports,9792.06,No,COD,1,1.1,Delivered
1137,2024-06-24,54,Beauty,8473.0,No,COD,9,3.7,Returned
1138,2024-12-07,64,Fashion,21507.01,No,COD,6,2.3,Delivered
1139,2024-01-25,33,Fashion,13868.56,Yes,Card,4,2.2,Delivered
1140,2024-07-28,22,Books,7020.0,No,Card,1,1.3,Delivered
1141,2024-04-25,57,Home & Kitchen,18239.84,Yes,UPI,9,1.3,Cancelled
1142,2024-11-12,42,Books,18920.21,No,UPI,10,2.9,Returned
1143,2024-06-16,43,Sports,15525.8,Yes,Wallet,3,5.0,Delivered
1144,2024-03-24,25,Electronics,13798.06,No,Card,7,1.2,Delivered
1145,2024-12-15,56,Beauty,13399.22,No,Wallet,5,2.1,Cancelled
1146,2024-11-02,55,Beauty,23869.08,No,Card,7,2.5,Returned
1147,2024-08-19,51,Beauty,18522.36,Yes,COD,4,1.5,Cancelled
1148,2024-07-27,32,Beauty,13235.32,No,Card,7,5.0,Cancelled
1149,2024-11-13,47,Beauty,24890.31,No,Card,8,3.1,Delivered
1150,2024-03-23,34,Electronics,22500.64,Yes,UPI,2,3.4,Returned
1151,2024-09-11,52,Beauty,4830.84,Yes,Card,5,3.6,Delivered
1152,2024-04-26,62,Home & Kitchen,22110.6,Yes,UPI,9,2.5,Returned
1153,2024-11-22,58,Sports,10899.21,Yes,Wallet,6,4.0,Returned
1154,2024-08-20,65,Fashion,15370.09,No,Wallet,1,1.1,Cancelled
1155,2024-05-30,46,Beauty,7469.68,Yes,UPI,9,4.9,Returned
1156,2024-08-21,20,Electronics,24368.49,No,COD,9,1.0,Delivered
1157,2024-02-14,28,Home & Kitchen,10087.92,No,COD,4,4.8,Returned
1158,2024-10-24,29,Beauty,22553.79,Yes,Card,3,3.2,Returned
1159,2024-02-14,43,Books,565.65,Yes,UPI,9,3.8,Cancelled
1160,2024-03-01,23,Books,10694.84,No,COD,7,2.1,Returned
1161,2024-02-24,36,Electronics,19699.05,Yes,Wallet,9,2.4,Delivered
1162,2024-10-11,24,Sports,3765.5,Yes,COD,9,1.5,Delivered
1163,2024-12-27,54,Beauty,19333.41,Yes,Wallet,4,3.2,Delivered
1164,2024-03-10,23,Books,10788.69,No,Card,3,1.5,Returned
1165,2024-04-29,29,Sports,4594.92,Yes,Card,9,2.1,Delivered
1166,2024-01-08,57,Fashion,14388.0,No,Card,6,3.2,Returned
1167,2024-01-11,65,Beauty,3952.37,Yes,COD,7,4.7,Delivered
1168,2024-07-08,32,Fashion,9341.21,No,Wallet,5,2.8,Cancelled
1169,2024-04-10,23,Fashion,15639.82,Yes,Wallet,7,3.5,Cancelled
1170,2024-08-25,43,Beauty,14658.82,No,Wallet,2,4.5,Returned
1171,2024-06-01,53,Fashion,9758.17,Yes,COD,5,4.4,Delivered
1172,2024-02-11,49,Electronics,8849.8,No,COD,8,3.5,Cancelled
1173,2024-11-24,50,Sports,17974.28,Yes,Wallet,5,1.6,Returned
1174,2024-11-04,28,Sports,14658.17,Yes,UPI,10,3.9,Returned
1175,2024-06-24,21,Electronics,19125.89,No,COD,1,4.5,Returned
1176,2024-05-06,62,Beauty,13830.59,Yes,Card,10,2.1,Cancelled
1177,2024-11-15,48,Books,3384.25,No,Card,10,1.9,Delivered
1178,2024-11-28,46,Books,7541.47,No,Card,4,4.6,Returned
1179,2024-03-14,39,Home & Kitchen,12779.38,Yes,COD,9,1.5,Returned
1180,2024-11-03,25,Books,2633.25,No,UPI,9,2.3,Delivered
1181,2024-02-15,50,Fashion,7743.99,No,COD,9,2.0,Cancelled
1182,2024-01-28,30,Beauty,14933.79,Yes,COD,5,4.6,Returned
1183,2024-05-13,41,Sports,13614.66,No,COD,6,3.2,Cancelled
1184,2024-07-03,54,Beauty,17006.53,No,Card,8,4.6,Returned
1185,2024-11-22,18,Home & Kitchen,22528.26,Yes,Wallet,5,2.7,Delivered
1186,2024-04-15,31,Sports,19627.68,No,Card,4,1.4,Returned
1187,2024-03-18,45,Sports,15247.0,No,COD,6,2.2,Returned
1188,2024-02-26,57,Sports,22262.77,No,Card,3,3.7,Returned
1189,2024-08-24,52,Electronics,18929.25,Yes,UPI,6,1.7,Returned
1190,2024-08-20,25,Sports,21295.92,Yes,UPI,8,5.0,Returned
1191,2024-08-20,21,Home & Kitchen,18243.78,No,Card,7,2.5,Delivered
1192,2024-10-01,49,Books,8259.74,No,COD,10,3.5,Delivered
1193,2024-10-24,52,Books,12787.31,Yes,COD,7,2.5,Cancelled
1194,2024-06-10,36,Books,1163.41,Yes,UPI,2,3.6,Delivered
1195,2024-09-26,18,Electronics,1256.02,Yes,UPI,5,2.7,Cancelled
1196,2024-05-28,58,Books,24337.24,No,UPI,9,4.2,Cancelled
1197,2024-10-12,57,Sports,17078.83,No,UPI,5,1.2,Cancelled
1198,2024-05-19,39,Fashion,2741.71,No,Card,2,3.6,Returned
1199,2024-10-20,56,Electronics,5223.6,Yes,Card,8,3.8,Returned
1200,2024-02-20,54,Books,2957.69,No,UPI,6,4.5,Cancelled
1201,2024-11-22,21,Books,19827.2,No,Wallet,10,2.2,Cancelled
1202,2024-01-23,57,Home & Kitchen,24786.35,No,Wallet,8,4.4,Cancelled
1203,2024-09-01,46,Beauty,11659.76,No,UPI,2,1.0,Cancelled
1204,2024-04-29,31,Sports,22231.3,Yes,Wallet,8,2.5,Delivered
1205,2024-02-03,57,Electronics,14840.67,Yes,Wallet,10,4.9,Returned
1206,2024-07-24,22,Fashion,16697.99,Yes,UPI,7,1.4,Delivered
1207,2024-04-06,35,Sports,21504.54,Yes,Card,4,3.6,Cancelled
1208,2024-12-06,28,Electronics,12332.09,No,UPI,7,1.9,Cancelled
1209,2024-01-16,28,Fashion,16561.59,Yes,UPI,1,3.8,Cancelled
1210,2024-06-26,52,Fashion,17299.18,Yes,UPI,3,3.8,Cancelled
1211,2024-11-09,43,Electronics,2609.31,No,UPI,3,2.7,Returned
1212,2024-10-06,55,Electronics,2649.58,No,Card,2,4.5,Cancelled
1213,2024-09-16,48,Fashion,23132.53,Yes,Wallet,3,1.6,Returned
1214,2024-06-06,54,Books,16778.84,Yes,Wallet,8,2.0,Returned
1215,2024-04-26,58,Beauty,7004.98,Yes,COD,7,2.5,Delivered
1216,2024-11-09,51,Fashion,11112.73,No,Card,5,1.4,Returned
1217,2024-09-29,57,Electronics,12577.82,Yes,Wallet,10,1.1,Delivered
1218,2024-03-29,41,Fashion,13483.18,No,Card,4,3.5,Delivered
1219,2024-06-02,62,Electronics,16831.4,Yes,Card,6,2.6,Returned
1220,2024-08-26,27,Sports,7532.57,No,Wallet,10,1.1,Returned
1221,2024-03-02,50,Home & Kitchen,13629.46,Yes,COD,3,1.8,Delivered
1222,2024-02-12,48,Home & Kitchen,22642.71,Yes,Wallet,8,1.7,Returned
1223,2024-09-15,64,Sports,12255.25,No,UPI,3,2.3,Returned
1224,2024-06-13,52,Sports,18275.96,Yes,Wallet,3,1.0,Cancelled
1225,2024-08-18,39,Electronics,7672.2,No,Wallet,6,2.7,Returned
1226,2024-08-27,56,Electronics,2903.19,Yes,UPI,8,4.8,Returned
1227,2024-09-29,26,Electronics,21744.0,No,Card,1,4.1,Cancelled
1228,2024-10-16,40,Beauty,23805.52,No,COD,2,2.8,Delivered
1229,2024-07-26,65,Fashion,23890.42,Yes,UPI,7,2.4,Returned
1230,2024-02-27,38,Fashion,15890.35,Yes,COD,7,2.9,Delivered
1231,2024-06-27,25,Electronics,13503.15,Yes,COD,9,3.8,Delivered
1232,2024-10-04,45,Books,19335.54,No,COD,5,3.1,Delivered
1233,2024-10-08,26,Fashion,15252.16,No,COD,5,2.9,Returned
1234,2024-08-31,61,Beauty,9581.5,No,COD,2,3.2,Returned
1235,2024-07-11,55,Sports,12583.23,Yes,Wallet,7,3.5,Returned
1236,2024-09-23,45,Books,6954.51,No,UPI,7,2.5,Delivered
1237,2024-06-08,46,Electronics,13236.83,Yes,Wallet,5,2.1,Cancelled
1238,2024-10-11,45,Electronics,4829.51,Yes,Wallet,2,4.2,Delivered
1239,2024-05-03,38,Electronics,5074.46,Yes,COD,1,2.4,Cancelled
1240,2024-09-18,24,Fashion,925.58,Yes,Wallet,10,1.8,Delivered
1241,2024-05-23,31,Sports,22812.71,Yes,UPI,9,2.7,Delivered
1242,2024-12-16,65,Home & Kitchen,14374.69,No,Card,7,1.9,Delivered
1243,2024-03-06,64,Beauty,3366.9,Yes,Wallet,9,4.4,Returned
1244,2024-03-17,49,Beauty,9988.65,Yes,Card,6,4.6,Delivered
1245,2024-06-10,48,Home & Kitchen,7352.42,No,UPI,7,4.1,Returned
1246,2024-12-14,35,Fashion,3167.21,Yes,COD,6,3.3,Delivered
1247,2024-11-26,26,Beauty,14961.02,No,UPI,4,2.4,Cancelled
1248,2024-08-10,60,Beauty,5422.83,Yes,Wallet,9,2.4,Returned
1249,2024-06-14,32,Sports,6322.46,No,Card,2,3.8,Returned
1250,2024-07-07,38,Home & Kitchen,7553.64,No,COD,6,4.6,Delivered
1251,2024-09-06,25,Electronics,19381.3,No,Wallet,5,2.5,Cancelled
1252,2024-04-20,25,Fashion,3233.98,Yes,COD,9,2.0,Returned
1253,2024-09-24,39,Home & Kitchen,23462.2,No,Card,6,4.8,Returned
1254,2024-11-19,43,Books,4788.61,Yes,UPI,10,3.9,Cancelled
1255,2024-05-23,50,Electronics,7459.81,Yes,Wallet,7,2.5,Returned
1256,2024-12-19,52,Books,22109.14,Yes,COD,8,2.2,Returned
1257,2024-08-12,60,Sports,12284.59,No,UPI,10,4.3,Delivered
1258,2024-05-30,28,Beauty,20147.62,Yes,Card,9,5.0,Delivered
1259,2024-09-23,64,Home & Kitchen,12207.13,Yes,Wallet,9,2.3,Cancelled
1260,2024-08-27,64,Home & Kitchen,4892.67,Yes,UPI,7,2.9,Delivered
1261,2024-02-25,61,Sports,14584.06,Yes,Card,4,4.8,Returned
1262,2024-11-03,44,Home & Kitchen,23590.91,Yes,Wallet,3,1.2,Returned
1263,2024-09-27,42,Fashion,14124.96,No,Wallet,9,2.1,Returned
1264,2024-09-29,60,Electronics,20153.85,Yes,Wallet,5,4.6,Cancelled
1265,2024-05-09,35,Home & Kitchen,969.67,Yes,Card,9,1.3,Cancelled
1266,2024-08-26,60,Sports,6322.94,No,Card,10,3.9,Cancelled
1267,2024-06-21,61,Sports,1525.27,No,UPI,3,1.3,Cancelled
1268,2024-11-08,61,Books,10589.95,Yes,UPI,9,2.2,Delivered
1269,2024-12-11,34,Books,19425.94,Yes,Wallet,3,3.8,Cancelled
1270,2024-02-11,55,Beauty,9339.21,No,Wallet,10,2.1,Returned
1271,2024-06-18,61,Electronics,18230.46,No,UPI,9,2.8,Returned
1272,2024-01-25,26,Home & Kitchen,19049.35,Yes,COD,9,2.6,Cancelled
1273,2024-07-05,64,Sports,16362.06,Yes,UPI,8,1.6,Returned
1274,2024-10-11,18,Home & Kitchen,6878.82,No,Wallet,7,2.5,Cancelled
1275,2024-02-01,43,Home & Kitchen,3003.55,Yes,Card,1,4.6,Returned
1276,2024-07-14,25,Sports,22766.06,No,UPI,2,3.3,Cancelled
1277,2024-06-04,52,Electronics,21833.12,Yes,Wallet,7,2.7,Returned
1278,2024-08-05,43,Sports,5367.54,Yes,Wallet,2,1.5,Returned
1279,2024-08-24,21,Fashion,2978.79,No,COD,2,4.0,Returned
1280,2024-04-24,55,Beauty,9160.79,No,Wallet,10,4.2,Returned
1281,2024-03-28,44,Home & Kitchen,24279.65,No,COD,4,1.9,Cancelled
1282,2024-12-04,63,Fashion,15554.3,No,Wallet,9,1.8,Cancelled
1283,2024-09-28,21,Books,14888.51,No,UPI,6,2.0,Returned
1284,2024-06-28,49,Home & Kitchen,1106.21,No,UPI,3,1.3,Delivered
1285,2024-05-31,39,Electronics,19977.56,No,Wallet,8,1.7,Delivered
1286,2024-06-16,21,Fashion,15088.73,Yes,Wallet,1,3.0,Delivered
1287,2024-05-13,58,Books,2030.67,Yes,COD,4,2.9,Cancelled
1288,2024-09-03,20,Electronics,8452.48,No,COD,7,1.2,Returned
1289,2024-12-20,23,Fashion,24281.22,Yes,Card,8,2.6,Delivered
1290,2024-05-15,42,Books,6078.66,No,COD,10,2.3,Returned
1291,2024-12-19,30,Home & Kitchen,23736.28,Yes,UPI,1,3.8,Delivered
1292,2024-11-26,54,Home & Kitchen,7277.2,Yes,Card,2,3.4,Returned
1293,2024-11-25,61,Electronics,4625.29,No,COD,6,4.7,Returned
1294,2024-10-04,60,Electronics,7681.6,Yes,COD,10,4.2,Cancelled
1295,2024-10-12,42,Electronics,9209.81,No,UPI,2,4.0,Delivered
1296,2024-05-22,36,Beauty,23488.59,No,Wallet,9,3.1,Delivered
1297,2024-05-12,32,Beauty,7682.96,No,COD,2,3.6,Returned
1298,2024-11-28,34,Beauty,13941.5,Yes,COD,6,1.1,Cancelled
1299,2024-01-24,54,Home & Kitchen,22814.43,Yes,Card,6,2.3,Delivered
1300,2024-02-04,65,Beauty,4835.79,Yes,COD,6,1.9,Returned
1301,2024-12-22,61,Sports,19792.17,No,COD,1,3.2,Returned
1302,2024-05-04,27,Fashion,11558.1,Yes,UPI,2,4.0,Returned
1303,2024-07-03,53,Sports,2527.84,Yes,UPI,3,3.2,Returned
1304,2024-08-15,41,Fashion,3863.79,No,Card,10,2.3,Delivered
1305,2024-12-26,59,Books,19837.0,No,Wallet,8,1.6,Cancelled
1306,2024-10-19,27,Electronics,13700.71,No,Card,10,4.1,Delivered
1307,2024-01-04,56,Books,1247.26,No,Card,9,3.4,Cancelled
1308,2024-03-27,65,Beauty,17037.61,No,Wallet,6,3.0,Returned
1309,2024-04-14,21,Books,17832.99,Yes,COD,3,4.7,Returned
1310,2024-12-19,37,Home & Kitchen,5622.7,Yes,Card,10,3.7,Delivered
1311,2024-08-06,28,Beauty,8368.29,Yes,Wallet,2,4.3,Returned
1312,2024-01-08,30,Home & Kitchen,15216.31,No,COD,8,1.4,Delivered
1313,2024-06-10,53,Home & Kitchen,11717.5,No,Wallet,7,2.2,Delivered
1314,2024-05-07,57,Electronics,7340.0,Yes,COD,6,3.0,Returned
1315,2024-09-18,62,Fashion,3705.1,Yes,UPI,3,2.2,Returned
1316,2024-11-28,41,Beauty,16739.39,Yes,Card,4,2.9,Cancelled
1317,2024-03-28,38,Sports,17311.63,Yes,UPI,5,4.7,Cancelled
1318,2024-05-07,62,Fashion,7604.85,Yes,Wallet,2,4.3,Cancelled
1319,2024-01-21,34,Sports,10575.46,No,Wallet,1,3.5,Returned
1320,2024-10-17,18,Fashion,18154.41,No,Wallet,9,3.4,Cancelled
1321,2024-06-29,63,Beauty,19109.16,No,UPI,1,4.8,Cancelled
1322,2024-06-07,19,Sports,23000.54,Yes,UPI,1,1.3,Returned
1323,2024-07-11,60,Sports,3774.83,Yes,UPI,10,3.4,Delivered
1324,2024-04-12,61,Sports,11505.26,No,Card,8,3.6,Delivered
1325,2024-03-15,36,Electronics,3603.05,Yes,Wallet,5,4.5,Delivered
1326,2024-09-02,63,Fashion,23588.72,Yes,COD,3,2.3,Cancelled
1327,2024-07-08,34,Books,14747.03,Yes,Wallet,5,1.2,Returned
1328,2024-11-06,24,Books,2160.64,Yes,Card,6,2.3,Delivered
1329,2024-06-09,18,Home & Kitchen,2440.2,Yes,Card,6,1.7,Returned
1330,2024-09-10,21,Electronics,15194.12,No,UPI,1,4.9,Delivered
1331,2024-12-09,19,Fashion,9162.03,No,Card,2,4.2,Cancelled
1332,2024-03-30,39,Fashion,13314.35,No,Wallet,4,1.3,Delivered
1333,2024-05-30,30,Sports,10813.0,No,UPI,7,2.1,Returned
1334,2024-06-13,51,Home & Kitchen,6441.11,No,Card,5,3.6,Cancelled
1335,2024-02-10,56,Beauty,7594.9,No,UPI,7,4.8,Cancelled
1336,2024-11-24,50,Electronics,9329.35,Yes,Wallet,1,2.5,Delivered
1337,2024-02-29,44,Sports,15863.37,No,COD,5,2.2,Returned
1338,2024-07-19,43,Home & Kitchen,6543.94,No,COD,4,2.4,Returned
1339,2024-09-16,28,Beauty,13734.54,No,Card,6,2.4,Delivered
1340,2024-12-05,22,Books,13939.75,No,COD,9,3.5,Delivered
1341,2024-06-11,47,Sports,5128.97,Yes,UPI,4,3.1,Returned
1342,2024-08-28,27,Home & Kitchen,8859.52,No,COD,6,4.2,Cancelled
1343,2024-12-05,23,Beauty,22561.6,Yes,COD,5,3.1,Returned
1344,2024-09-10,54,Books,19656.42,No,COD,7,2.8,Delivered
1345,2024-08-09,64,Sports,3166.71,Yes,COD,10,3.0,Cancelled
1346,2024-05-27,52,Sports,16695.05,Yes,Wallet,7,2.3,Delivered
1347,2024-01-19,27,Fashion,1575.41,Yes,Wallet,9,3.1,Returned
1348,2024-12-24,29,Beauty,14496.54,Yes,Card,9,2.5,Returned
1349,2024-07-31,51,Home & Kitchen,14590.86,Yes,Card,6,3.2,Returned
1350,2024-06-20,46,Electronics,1291.58,No,COD,3,3.2,Delivered
1351,2024-12-02,38,Books,24720.66,Yes,Card,3,3.9,Delivered
1352,2024-11-15,58,Fashion,7419.37,Yes,Card,1,4.5,Delivered
1353,2024-05-01,42,Electronics,8927.41,No,COD,7,2.0,Returned
1354,2024-10-07,49,Beauty,10870.89,Yes,COD,6,3.2,Delivered
1355,2024-11-20,42,Home & Kitchen,20204.69,No,COD,1,4.8,Cancelled
1356,2024-10-17,34,Electronics,13308.88,No,Wallet,2,1.8,Cancelled
1357,2024-08-22,22,Electronics,13400.94,No,Wallet,9,2.5,Returned
1358,2024-06-22,61,Sports,8190.87,No,Card,7,2.1,Cancelled
1359,2024-05-20,39,Sports,22664.54,No,Wallet,5,3.5,Returned
1360,2024-04-14,25,Fashion,10225.59,No,COD,8,4.0,Delivered
1361,2024-03-30,49,Sports,14761.55,Yes,Card,6,3.7,Cancelled
1362,2024-04-20,62,Fashion,3080.05,No,Card,7,2.0,Cancelled
1363,2024-03-30,27,Sports,12570.57,No,Card,10,2.2,Cancelled
1364,2024-11-20,33,Electronics,1890.26,No,Card,10,4.7,Cancelled
1365,2024-11-17,33,Fashion,10770.55,Yes,COD,1,4.1,Returned
1366,2024-08-03,28,Beauty,6064.53,Yes,Wallet,9,1.5,Returned
1367,2024-03-04,18,Sports,23270.73,Yes,UPI,2,5.0,Returned
1368,2024-07-05,35,Home & Kitchen,20718.37,No,Card,7,2.9,Returned
1369,2024-11-25,19,Beauty,9281.71,No,COD,2,3.4,Returned
1370,2024-09-26,59,Sports,362.56,No,UPI,4,1.3,Delivered
1371,2024-12-13,19,Electronics,20105.76,Yes,COD,10,3.2,Cancelled
1372,2024-05-30,52,Electronics,12441.8,No,COD,5,3.3,Cancelled
1373,2024-05-04,29,Beauty,22675.3,Yes,Wallet,3,2.1,Returned
1374,2024-08-11,52,Books,1206.62,No,Card,6,2.1,Delivered
1375,2024-08-25,64,Books,12461.02,No,COD,1,2.3,Delivered
1376,2024-11-01,61,Home & Kitchen,4491.07,Yes,COD,1,4.4,Returned
1377,2024-11-17,58,Home & Kitchen,12911.19,Yes,Wallet,8,1.8,Returned
1378,2024-03-05,40,Beauty,19990.04,No,Wallet,10,4.8,Returned
1379,2024-03-05,40,Electronics,23976.58,Yes,UPI,5,4.3,Delivered
1380,2024-02-27,63,Fashion,12963.97,Yes,Card,6,2.6,Returned
1381,2024-03-11,38,Books,3266.84,No,Card,8,2.6,Delivered
1382,2024-12-06,56,Electronics,18850.36,No,Wallet,7,1.8,Delivered
1383,2024-09-02,58,Fashion,13987.18,No,COD,3,1.1,Returned
1384,2024-05-23,23,Electronics,12050.26,Yes,UPI,10,3.2,Cancelled
1385,2024-07-26,20,Beauty,5197.04,Yes,COD,1,1.9,Returned
1386,2024-10-04,41,Books,4005.4,No,UPI,9,2.9,Returned
1387,2024-11-18,37,Fashion,14630.92,Yes,Card,3,1.2,Delivered
1388,2024-04-26,27,Fashion,20580.24,Yes,Card,9,4.4,Delivered
1389,2024-10-10,35,Beauty,16693.02,Yes,Card,1,2.4,Delivered
1390,2024-06-02,32,Books,15828.96,Yes,UPI,10,2.8,Returned
1391,2024-06-06,28,Home & Kitchen,20198.07,No,Card,3,1.1,Returned
1392,2024-08-02,40,Beauty,965.59,No,COD,5,2.8,Delivered
1393,2024-11-02,20,Books,10790.33,No,COD,8,3.1,Returned
1394,2024-06-26,38,Fashion,2520.53,No,UPI,2,1.7,Cancelled
1395,2024-05-01,37,Sports,10107.62,Yes,Wallet,7,3.8,Delivered
1396,2024-01-13,53,Sports,20296.0,Yes,Wallet,4,1.0,Delivered
1397,2024-02-04,26,Beauty,319.72,Yes,UPI,2,2.9,Cancelled
1398,2024-10-10,48,Home & Kitchen,16052.23,Yes,UPI,1,3.0,Returned
1399,2024-01-31,60,Home & Kitchen,17777.02,Yes,COD,3,4.7,Cancelled
1400,2024-05-21,58,Sports,10256.65,No,Card,9,2.2,Cancelled
1401,2024-10-12,35,Books,16535.97,No,Card,7,1.2,Cancelled
1402,2024-06-06,35,Books,21511.77,Yes,Wallet,10,1.7,Delivered
1403,2024-01-16,42,Beauty,16939.35,No,Card,2,2.8,Cancelled
1404,2024-12-03,54,Books,19627.15,No,Wallet,10,4.3,Delivered
1405,2024-09-24,36,Beauty,21009.6,Yes,COD,3,2.5,Returned
1406,2024-04-09,64,Sports,17365.07,No,UPI,5,3.5,Returned
1407,2024-07-08,34,Home & Kitchen,8685.58,No,COD,9,1.9,Delivered
1408,2024-08-07,58,Fashion,19297.67,No,Card,2,2.9,Cancelled
1409,2024-01-17,38,Sports,22168.45,Yes,UPI,4,2.4,Delivered
1410,2024-05-26,49,Sports,12880.06,Yes,UPI,7,3.3,Returned
1411,2024-05-15,63,Beauty,18412.85,No,Card,7,4.8,Returned
1412,2024-05-16,40,Beauty,17065.24,No,Wallet,2,4.7,Delivered
1413,2024-05-27,61,Sports,1023.35,No,UPI,1,4.9,Delivered
1414,2024-07-12,57,Home & Kitchen,20138.77,Yes,UPI,4,3.4,Delivered
1415,2024-10-08,52,Beauty,8977.53,Yes,Wallet,1,2.6,Returned
1416,2024-12-16,27,Sports,11719.14,No,UPI,7,4.9,Cancelled
1417,2024-09-29,38,Home & Kitchen,705.16,No,Card,3,2.6,Cancelled
1418,2024-12-26,25,Fashion,22740.76,No,COD,3,3.4,Cancelled
1419,2024-04-23,46,Beauty,16229.78,Yes,Wallet,2,2.2,Returned
1420,2024-07-28,47,Books,21247.65,Yes,COD,3,5.0,Cancelled
1421,2024-07-07,29,Home & Kitchen,15467.17,No,COD,2,2.3,Delivered
1422,2024-03-20,46,Fashion,11673.02,Yes,UPI,7,2.0,Delivered
